EntrezID,logFC,baseMean,lfcSE,stat,P.Value,adj.P.Val,Symbols,Name
297337,0.015854,145.09,0.26097,0.060753,0.95156,0.99758,Rnf181,ring finger protein 181
500242,-0.017253,528.94,0.28407,-0.060734,0.95157,0.99758,Pcbp1,poly(rC) binding protein 1
361038,0.024985,60,0.41182,0.06067,0.95162,0.99758,RGD1308430,similar to 1700123O20Rik protein
83578,0.051295,4.7194,0.8462,0.060618,0.95166,0.99758,Pdxk,pyridoxal kinase
298397,-0.066114,2.3105,1.092,-0.060544,0.95172,0.99758,Olr833,olfactory receptor 833
114519,0.17115,6.186,2.8268,0.060543,0.95172,0.99758,Nfil3,"""nuclear factor, interleukin 3 regulated"""
307429,0.11847,61.509,1.9569,0.060538,0.95173,0.99758,Dmxl1,Dmx-like 1
291999,-0.083046,72.453,1.3806,-0.060152,0.95203,0.99758,Wwp2,WW domain containing E3 ubiquitin protein ligase 2
499518,0.019286,49.769,0.32179,0.059934,0.95221,0.99758,Ccdc125,coiled-coil domain containing 125
201097,-0.083474,1.6615,1.404,-0.059454,0.95259,0.99758,H1f4,"""H1.4 linker histone, cluster member"""
296349,0.019475,29.083,0.32787,0.059399,0.95263,0.99758,Ttpal,alpha tocopherol transfer protein like
296558,-0.017055,184.65,0.28758,-0.059306,0.95271,0.99758,Anapc2,anaphase promoting complex subunit 2
307410,0.037853,101.86,0.64151,0.059007,0.95295,0.99758,Rbm22,RNA binding motif protein 22
103693776,0.083462,114.23,1.421,0.058737,0.95316,0.99758,LOC103693776,zinc finger MIZ domain-containing protein 2
108348131,0.018302,74.034,0.31194,0.058672,0.95321,0.99758,NEWGENE_620180,solute carrier family 40 member 1
297393,0.14492,18.197,2.4823,0.05838,0.95345,0.99758,Nagk,N-acetylglucosamine kinase
290875,0.025907,70.948,0.44444,0.058291,0.95352,0.99758,Cdc16,cell division cycle 16
683927,0.11952,19.05,2.0505,0.058287,0.95352,0.99758,Cstf2,cleavage stimulation factor subunit 2
361275,0.046069,5.116,0.79077,0.058259,0.95354,0.99758,Bend7,BEN domain containing 7
290631,0.012881,236.62,0.22174,0.058089,0.95368,0.99758,Babam1,BRISC and BRCA1 A complex member 1
301059,-0.090685,77.869,1.5614,-0.058079,0.95369,0.99758,Myd88,"""MYD88, innate immune signal transduction adaptor"""
84013,-0.022047,53.488,0.38258,-0.057628,0.95405,0.99758,Hsd17b12,hydroxysteroid (17-beta) dehydrogenase 12
690262,-0.013142,139.84,0.22819,-0.057594,0.95407,0.99758,Yaf2,YY1 associated factor 2
25505,-0.095581,17.402,1.6704,-0.057221,0.95437,0.99758,P2rx1,purinergic receptor P2X 1
65044,0.03305,6.5163,0.58191,0.056796,0.95471,0.99758,C1galt1,"""core 1 synthase, glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase, 1"""
296312,0.025633,66.461,0.45305,0.056578,0.95488,0.99758,Aar2,AAR2 splicing factor
301016,0.027783,359.44,0.49155,0.056521,0.95493,0.99758,Spink8,"""serine peptidase inhibitor, Kazal type 8"""
100360621,-0.094766,1.994,1.6768,-0.056515,0.95493,0.99758,Il4i1,interleukin 4 induced 1
362502,-0.027865,68.107,0.49469,-0.056328,0.95508,0.99758,Ubap1,ubiquitin-associated protein 1
170929,-0.031944,12.398,0.56915,-0.056125,0.95524,0.99758,Bcl2a1,BCL2-related protein A1
292935,0.025546,20.626,0.45527,0.056112,0.95525,0.99758,Htatip2,HIV-1 Tat interactive protein 2
687147,0.065045,2.6489,1.1649,0.055839,0.95547,0.99758,Ric3,RIC3 acetylcholine receptor chaperone
300259,0.12367,11.592,2.2157,0.055814,0.95549,0.99758,Aaas,aladin WD repeat nucleoporin
25499,-0.020751,330.9,0.37487,-0.055356,0.95585,0.99758,Nrdc,nardilysin convertase
246307,-0.026537,30.86,0.48107,-0.055163,0.95601,0.99758,Asrgl1,asparaginase and isoaspartyl peptidase 1
24184,-0.017789,167.59,0.32288,-0.055094,0.95606,0.99758,Ak2,adenylate kinase 2
308445,-0.035394,5.6731,0.64705,-0.0547,0.95638,0.99758,Cyp2s1,"""cytochrome P450, family 2, subfamily s, polypeptide 1"""
108348161,0.044352,24.427,0.8133,0.054533,0.95651,0.99758,LOC108348161,phytanoyl-CoA hydroxylase-interacting protein
140910,-0.022074,50.115,0.40488,-0.054519,0.95652,0.99758,Msmo1,methylsterol monooxygenase 1
291990,-0.013993,83.139,0.2568,-0.05449,0.95654,0.99758,Cog8,component of oligomeric golgi complex 8
499018,0.04684,127.71,0.86115,0.054392,0.95662,0.99758,RGD1560015,"""similar to glycoprotein, synaptic 2"""
299209,-0.066888,19.446,1.2426,-0.053831,0.95707,0.99758,Ift43,intraflagellar transport 43
361844,-0.044246,4.9499,0.82196,-0.05383,0.95707,0.99758,Macroh2a2,macroH2A.2 histone
24944,-0.024291,292.02,0.45204,-0.053736,0.95715,0.99758,Lamp2,lysosomal-associated membrane protein 2
303419,0.014463,82.717,0.27139,0.053291,0.9575,0.99758,Cuedc1,CUE domain containing 1
84356,-0.038793,5.6817,0.72911,-0.053206,0.95757,0.99758,Abcd2,ATP binding cassette subfamily D member 2
308126,-0.020265,45.191,0.38133,-0.053144,0.95762,0.99758,Zbtb2,zinc finger and BTB domain containing 2
171083,-0.014112,145.65,0.26653,-0.052945,0.95778,0.99758,Itfg1,integrin alpha FG-GAP repeat containing 1
363162,0.031138,48.43,0.58868,0.052895,0.95782,0.99758,Cmc1,C-x(9)-C motif containing 1
29364,0.042183,26.51,0.79808,0.052856,0.95785,0.99758,Cd47,Cd47 molecule
291423,-0.049445,10.737,0.94055,-0.05257,0.95807,0.99758,Setbp1,SET binding protein 1
688903,-0.065657,3.8305,1.2534,-0.052382,0.95822,0.99758,Nme5,NME/NM23 family member 5
65033,0.018453,205.3,0.35351,0.0522,0.95837,0.99758,Stx12,syntaxin 12
315055,0.12074,35.014,2.3133,0.052194,0.95837,0.99758,Dennd3,DENN domain containing 3
25676,0.051265,110.29,0.98244,0.052181,0.95838,0.99758,Rasa1,RAS p21 protein activator 1
291773,0.027566,10.176,0.52847,0.052163,0.9584,0.99758,Taf4b,TATA-box binding protein associated factor 4b
303902,-0.0098018,107.14,0.18809,-0.052112,0.95844,0.99758,Slc49a4,solute carrier family 49 member 4
266773,-0.034891,10.997,0.67125,-0.051979,0.95855,0.99758,Zfp709,zinc finger protein 709
302670,-0.026241,29.384,0.50491,-0.051971,0.95855,0.99758,Zrsr2,"""zinc finger (CCCH type), RNA binding motif and serine/arginine rich 2"""
64124,-0.07478,50.692,1.4392,-0.05196,0.95856,0.99758,Adgrl4,adhesion G protein-coupled receptor L4
100359823,0.030313,10.654,0.58406,0.051901,0.95861,0.99758,Tmem167a,transmembrane protein 167A
100910833,0.055546,121.22,1.0702,0.051901,0.95861,0.99758,LOC100910833,histone-lysine N-methyltransferase setd3-like
500356,-0.043716,9.3851,0.84352,-0.051826,0.95867,0.99758,Rergl,RERG like
100363268,0.047603,467.5,0.92118,0.051676,0.95879,0.99758,LOC100363268,rCG31129-like
361601,0.02394,48.639,0.46353,0.051648,0.95881,0.99758,Abhd17c,abhydrolase domain containing 17C
313525,0.016658,90.231,0.32258,0.051639,0.95882,0.99758,Hectd3,HECT domain E3 ubiquitin protein ligase 3
361128,0.041888,15.232,0.81344,0.051495,0.95893,0.99758,Nr2c2ap,nuclear receptor 2C2-associated protein
361778,-0.052684,7.8025,1.0262,-0.05134,0.95905,0.99758,Sfxn4,sideroflexin 4
310946,0.0757,34.192,1.4788,0.05119,0.95917,0.99758,Lrrc40,leucine rich repeat containing 40
313725,0.042589,13.007,0.84207,0.050576,0.95966,0.99758,Gpr157,G protein-coupled receptor 157
308602,-0.018749,58.761,0.37334,-0.050221,0.95995,0.99758,Tmem86a,transmembrane protein 86A
64348,-0.049231,3.1047,0.98293,-0.050086,0.96005,0.99758,Cryba4,"""crystallin, beta A4"""
497916,-0.044981,125.03,0.89827,-0.050075,0.96006,0.99758,Mief2,mitochondrial elongation factor 2
116642,-0.14811,1.358,2.9639,-0.049972,0.96015,0.99758,Slc28a1,solute carrier family 28 member 1
304914,0.1523,1.7661,3.0548,0.049855,0.96024,0.99758,Rabgap1l,RAB GTPase activating protein 1-like
311441,0.017282,25.992,0.34667,0.049853,0.96024,0.99758,Trmt6,tRNA methyltransferase 6
25157,-0.031247,11.508,0.6274,-0.049804,0.96028,0.99758,Plagl1,PLAG1 like zinc finger 1
363858,-0.014464,121.96,0.29097,-0.04971,0.96035,0.99758,Trappc5,trafficking protein particle complex 5
296060,0.024528,17.031,0.49583,0.049469,0.96055,0.99758,Arhgap11a,Rho GTPase activating protein 11A
307547,0.018862,35.825,0.38165,0.049424,0.96058,0.99758,Zfp35,zinc finger protein 35
361615,-0.024695,18.178,0.49967,-0.049423,0.96058,0.99758,Relt,"""RELT, TNF receptor"""
313790,-0.048532,7.0497,0.9828,-0.049381,0.96062,0.99758,Lacc1,laccase domain containing 1
307199,-0.044234,3.4236,0.9015,-0.049067,0.96087,0.99758,Cd226,CD226 molecule
503164,-0.020163,344.29,0.41101,-0.049059,0.96087,0.99758,Apol9a,apolipoprotein L 9a
309444,-0.021046,110.05,0.42958,-0.048993,0.96093,0.99758,Fbxw4,F-box and WD repeat domain containing 4
171435,0.02056,92.985,0.42071,0.04887,0.96102,0.99758,Aagab,alpha- and gamma-adaptin binding protein
117278,-0.017828,38.3,0.36613,-0.048692,0.96116,0.99758,Ebp,"""EBP, cholestenol delta-isomerase"""
308339,0.037741,41.22,0.78232,0.048242,0.96152,0.99758,Zfp579,zinc finger protein 579
288656,-0.011815,100.84,0.24504,-0.048218,0.96154,0.99758,Arl6ip4,ADP-ribosylation factor like GTPase 6 interacting protein 4
362186,-0.059433,1.6464,1.2328,-0.048211,0.96155,0.99758,Kif18a,kinesin family member 18A
100360982,0.018292,37.405,0.3817,0.047922,0.96178,0.99758,Relb,"""RELB proto-oncogene, NF-kB subunit"""
362289,-0.035001,19.033,0.73074,-0.047898,0.9618,0.99758,Lime1,Lck interacting transmembrane adaptor 1
24446,0.033187,4.3915,0.693,0.047889,0.9618,0.99758,Hgf,hepatocyte growth factor
313566,0.016334,49.07,0.34173,0.047797,0.96188,0.99758,Rlf,rearranged L-myc fusion
65200,-0.04989,2.8444,1.0446,-0.04776,0.96191,0.99758,Slc16a8,solute carrier family 16 member 8
303923,0.014209,42.719,0.29848,0.047605,0.96203,0.99758,B4galt4,"""beta-1,4-galactosyltransferase 4"""
500564,0.02637,46.902,0.55403,0.047596,0.96204,0.99758,Ldlrap1,low density lipoprotein receptor adaptor protein 1
287765,0.095858,312.78,2.0144,0.047587,0.96205,0.99758,Ddx5,DEAD-box helicase 5
298439,0.1304,1.3145,2.7444,0.047514,0.9621,0.99758,Ipp,intracisternal A particle-promoted polypeptide
684035,0.012185,428.9,0.25706,0.047401,0.96219,0.99758,Rnpepl1,arginyl aminopeptidase like 1
100360940,0.041178,28.918,0.86936,0.047365,0.96222,0.99758,LOC100360940,diablo-like
24215,0.081852,18.734,1.734,0.047205,0.96235,0.99758,Atp2b2,ATPase plasma membrane Ca2+ transporting 2
29443,0.052085,65.404,1.1039,0.047182,0.96237,0.99758,Ahcy,adenosylhomocysteinase
303206,0.12422,2.1842,2.6346,0.047147,0.9624,0.99758,Ulk2,unc-51 like autophagy activating kinase 2
685963,0.015984,406.65,0.34138,0.046823,0.96265,0.99758,LOC685963,similar to 60S ribosomal protein L38
306808,-0.018803,35.703,0.4016,-0.046819,0.96266,0.99758,Ippk,inositol-pentakisphosphate 2-kinase
498515,0.060333,5.5118,1.289,0.046806,0.96267,0.99758,Cdh24,cadherin 24
155430,-0.022233,30.087,0.47577,-0.04673,0.96273,0.99758,Hey2,hes-related family bHLH transcription factor with YRPW motif 2
290673,0.023384,113.78,0.50227,0.046557,0.96287,0.99758,Atp13a1,ATPase 13A1
25328,-0.098957,5.4892,2.1259,-0.046548,0.96287,0.99758,Lamp1,lysosomal-associated membrane protein 1
289453,-0.024356,31.455,0.52398,-0.046483,0.96293,0.99758,Abcg3l1,"""ATP-binding cassette, subfamily G (WHITE), member 3-like 1"""
683381,-0.01997,174.68,0.43071,-0.046364,0.96302,0.99758,Sin3b,SIN3 transcription regulator family member B
315723,-0.084948,2.6432,1.8404,-0.046159,0.96318,0.99758,Senp8,"""SUMO peptidase family member, NEDD8 specific"""
294770,-0.023455,42.757,0.50828,-0.046146,0.96319,0.99758,Card6,"""caspase recruitment domain family, member 6"""
364032,-0.018058,37.254,0.39175,-0.046096,0.96323,0.99758,Pigc,"""phosphatidylinositol glycan anchor biosynthesis, class C"""
302711,-0.19792,5.9755,4.2942,-0.04609,0.96324,0.99758,Tbl1x,transducin (beta)-like 1 X-linked
312701,0.1458,17.025,3.1703,0.045988,0.96332,0.99758,Cd163,CD163 molecule
312690,0.096446,10.593,2.108,0.045752,0.96351,0.99758,Phc1,polyhomeotic homolog 1
100359752,-0.073841,1.0798,1.6143,-0.045742,0.96352,0.99758,LOC100359752,hypothetical protein LOC100359752
313663,-0.047486,16.636,1.0384,-0.04573,0.96353,0.99758,Crocc,"""ciliary rootlet coiled-coil, rootletin"""
100366024,-0.020025,23.04,0.43911,-0.045603,0.96363,0.99758,Prdm16,PR/SET domain 16
25594,-0.027153,684.58,0.59664,-0.04551,0.9637,0.99758,Ppp1cb,protein phosphatase 1 catalytic subunit beta
361554,-0.020833,259.32,0.45787,-0.045499,0.96371,0.99758,Lsm14a,LSM14A mRNA processing body assembly factor
316221,0.010329,60.359,0.22798,0.045307,0.96386,0.99758,Tbcc,tubulin folding cofactor C
65262,-0.031866,1356.5,0.70625,-0.04512,0.96401,0.99758,Atp5f1a,ATP synthase F1 subunit alpha
310074,0.057781,1.6272,1.2831,0.045032,0.96408,0.99758,Depdc1b,DEP domain containing 1B
360511,0.021476,100.92,0.4781,0.044919,0.96417,0.99758,Pank3,pantothenate kinase 3
306226,-0.046776,11.6,1.0423,-0.044879,0.9642,0.99758,Dux4,double homeobox 4
117533,0.028826,273.12,0.64376,0.044778,0.96428,0.99758,Gmpr,guanosine monophosphate reductase
24373,0.029229,9.5808,0.65317,0.04475,0.96431,0.99758,Fst,follistatin
363465,-0.059181,39.366,1.326,-0.044631,0.9644,0.99758,Pir,pirin
362092,0.014884,67.125,0.33433,0.044519,0.96449,0.99758,Brd3,bromodomain containing 3
25637,0.023523,64.827,0.52877,0.044485,0.96452,0.99758,Ptger1,prostaglandin E receptor 1
317589,-0.070399,0.86625,1.5848,-0.044422,0.96457,0.99758,Stk26,serine/threonine kinase 26
116650,0.013777,77.249,0.31122,0.044268,0.96469,0.99758,Srp54a,signal recognition particle 54A
81510,0.087955,2.1533,1.9874,0.044257,0.9647,0.99758,Mia,MIA SH3 domain containing
311721,-0.065422,45.365,1.4813,-0.044164,0.96477,0.99758,Zfp512b,zinc finger protein 512B
363554,0.059282,7.333,1.3425,0.044157,0.96478,0.99758,Mslnl,mesothelin-like
114590,0.00627,248.16,0.14267,0.043948,0.96495,0.99758,Ubqln1,ubiquilin 1
100910771,-0.17896,11.057,4.0884,-0.043772,0.96509,0.99758,LOC100910771,mitogen-activated protein kinase kinase kinase 7-like
680264,0.069082,4.5498,1.5839,0.043616,0.96521,0.99758,Catsperd,cation channel sperm associated auxiliary subunit delta
287982,-0.015097,129.3,0.34645,-0.043574,0.96524,0.99758,Abcf3,ATP binding cassette subfamily F member 3
100360582,0.017566,30.204,0.40403,0.043478,0.96532,0.99758,Nt5c,"""5', 3'-nucleotidase, cytosolic"""
294519,-0.12321,4.4252,2.8442,-0.043322,0.96545,0.99758,Cep57l1,centrosomal protein 57-like 1
300328,-0.016558,75.609,0.38296,-0.043237,0.96551,0.99758,Aasdhppt,aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase
58936,-0.024439,29.183,0.57162,-0.042754,0.9659,0.99758,Plk3,polo-like kinase 3
288504,-0.025747,55.705,0.60269,-0.04272,0.96592,0.99758,Snx8,sorting nexin 8
100361079,-0.088714,1.1133,2.0792,-0.042669,0.96597,0.99758,LOC100361079,ribosomal protein L36-like
65129,0.070287,1.9345,1.6562,0.04244,0.96615,0.99758,Cldn1,claudin 1
360745,-0.050473,103.18,1.1907,-0.042388,0.96619,0.99758,Lztr1,leucine-zipper-like transcription regulator 1
287930,0.015073,86.481,0.35683,0.042241,0.96631,0.99758,Top3b,DNA topoisomerase III beta
299841,-0.01735,43.564,0.41073,-0.042241,0.96631,0.99758,Rxylt1,ribitol xylosyltransferase 1
29700,0.10272,1.166,2.4424,0.042058,0.96645,0.99758,Pcbd1,pterin-4 alpha-carbinolamine dehydratase 1
315203,0.020968,198.8,0.49881,0.042037,0.96647,0.99758,Gramd4,GRAM domain containing 4
103693432,-0.047455,9.6085,1.129,-0.042031,0.96647,0.99758,Ptges3l,prostaglandin E synthase 3 like
58967,0.027739,36.136,0.66073,0.041983,0.96651,0.99758,Sfmbt1,Scm-like with four mbt domains 1
29602,-0.099967,127.84,2.388,-0.041863,0.96661,0.99758,Ptgfrn,prostaglandin F2 receptor inhibitor
308009,0.048518,35.975,1.1639,0.041688,0.96675,0.99758,Dennd10,DENN domain containing 10
684425,0.035166,158.31,0.84817,0.041462,0.96693,0.99758,Adssl1,adenylosuccinate synthase like 1
245953,0.14917,1.3875,3.6054,0.041375,0.967,0.99758,Tmem37,transmembrane protein 37
245976,0.06089,9.2801,1.4727,0.041346,0.96702,0.99758,Xab2,XPA binding protein 2
315676,-0.10282,13.064,2.4913,-0.041273,0.96708,0.99758,Dmxl2,Dmx-like 2
60376,-0.062098,44.818,1.5062,-0.041228,0.96711,0.99758,Plrg1,pleiotropic regulator 1
81726,0.025086,14.031,0.61332,0.040902,0.96737,0.99758,Mvd,mevalonate diphosphate decarboxylase
102553866,0.02172,10.232,0.5321,0.04082,0.96744,0.99758,LOC102553866,zinc finger protein 764-like
117054,0.038585,5.8263,0.94671,0.040757,0.96749,0.99758,Cd52,CD52 molecule
316599,-0.048226,93.178,1.1962,-0.040317,0.96784,0.99758,Usp40,ubiquitin specific peptidase 40
83724,0.066154,22.027,1.6446,0.040226,0.96791,0.99758,Ncoa2,nuclear receptor coactivator 2
360161,-0.035855,22.078,0.90156,-0.03977,0.96828,0.99758,Nek6,NIMA-related kinase 6
84480,-0.024232,488.72,0.60965,-0.039748,0.96829,0.99758,Bnip3,BCL2 interacting protein 3
64188,-0.039143,9.3998,0.98506,-0.039737,0.9683,0.99758,Mafg,MAF bZIP transcription factor G
314380,-0.093727,3.4311,2.3665,-0.039605,0.96841,0.99758,Tdp1,tyrosyl-DNA phosphodiesterase 1
192357,0.020956,13.711,0.53036,0.039512,0.96848,0.99758,Gmpr2,guanosine monophosphate reductase 2
307604,-0.015627,19.056,0.39566,-0.039497,0.96849,0.99758,Elac1,elaC ribonuclease Z 1
108348047,-0.047927,29.712,1.2145,-0.039464,0.96852,0.99758,LOC108348047,low affinity immunoglobulin gamma Fc region receptor III
361238,-0.014439,178.06,0.36613,-0.039437,0.96854,0.99758,Pxdc1,PX domain containing 1
24205,-0.075653,71.114,1.9223,-0.039356,0.96861,0.99758,Apc,APC regulator of WNT signaling pathway
499655,-0.013801,58.07,0.35084,-0.039338,0.96862,0.99758,Cks1b,CDC28 protein kinase regulatory subunit 1B
64441,-0.056221,25.673,1.4294,-0.039332,0.96863,0.99758,Hsf2,heat shock transcription factor 2
309331,0.01398,125.36,0.35663,0.0392,0.96873,0.99758,Uhrf2,ubiquitin like with PHD and ring finger domains 2
24679,0.047792,9.9859,1.2202,0.039166,0.96876,0.99758,Prkar2b,protein kinase cAMP-dependent type II regulatory subunit beta
114109,0.023833,162.01,0.60987,0.039078,0.96883,0.99758,Nkx2-5,NK2 homeobox 5
316017,0.022398,171.96,0.57382,0.039034,0.96886,0.99758,Als2cl,ALS2 C-terminal like
298541,0.023755,135.57,0.60929,0.038987,0.9689,0.99758,Dhdds,dehydrodolichyl diphosphate synthase subunit
500911,-0.037422,140.64,0.96374,-0.03883,0.96903,0.99758,Serhl2,serine hydrolase-like 2
363463,0.084701,3.394,2.1912,0.038655,0.96917,0.99758,Mospd2,motile sperm domain containing 2
299636,-0.071867,18.728,1.8592,-0.038654,0.96917,0.99758,Tle2,"""TLE family member 2, transcriptional corepressor"""
89868,-0.031775,38.138,0.82752,-0.038397,0.96937,0.99758,Sec16b,"""SEC16 homolog B, endoplasmic reticulum export factor"""
497930,0.011715,41.494,0.30557,0.038339,0.96942,0.99758,Sco1,synthesis of cytochrome C oxidase 1
25604,-0.012156,288.48,0.31812,-0.038211,0.96952,0.99758,Pcmt1,protein-L-isoaspartate (D-aspartate) O-methyltransferase 1
287835,0.011953,68.776,0.31323,0.038161,0.96956,0.99758,Galk1,galactokinase 1
298836,-0.089394,13.214,2.3654,-0.037792,0.96985,0.99758,Snx17,sorting nexin 17
29414,-0.036386,9.6482,0.965,-0.037706,0.96992,0.99758,Akt3,AKT serine/threonine kinase 3
362490,-0.027496,65.272,0.73258,-0.037533,0.97006,0.99758,Pip4p2,"""phosphatidylinositol-4,5-bisphosphate 4-phosphatase 2"""
373541,0.020717,71.998,0.55229,0.037511,0.97008,0.99758,Taf9,TATA-box binding protein associated factor 9
362095,-0.011992,63.073,0.31974,-0.037506,0.97008,0.99758,Gtf3c5,general transcription factor IIIC subunit 5
308718,-0.05508,7.5276,1.4713,-0.037436,0.97014,0.99758,Pex7,peroxisomal biogenesis factor 7
24838,0.035429,36.292,0.94765,0.037386,0.97018,0.99758,Tnnt3,"""troponin T3, fast skeletal type"""
303332,-0.020111,62.952,0.53825,-0.037364,0.97019,0.99758,Tmem199,transmembrane protein 199
363131,0.0093835,57.511,0.2514,0.037325,0.97023,0.99758,Pik3r4,"""phosphoinositide-3-kinase, regulatory subunit 4"""
100270669,0.078888,1.9753,2.1192,0.037226,0.9703,0.99758,Riiad1,regulatory subunit of type II PKA R-subunit domain containing 1
297388,0.018021,193.36,0.48623,0.037064,0.97043,0.99758,Bola3,bolA family member 3
252889,0.028767,136.28,0.77849,0.036952,0.97052,0.99758,Tmed7,transmembrane p24 trafficking protein 7
259225,0.070505,77.179,1.9116,0.036883,0.97058,0.99758,Ppp1r14b,"""protein phosphatase 1, regulatory (inhibitor) subunit 14B"""
291656,-0.027289,7.4372,0.74261,-0.036748,0.97069,0.99758,Pcdhb3,protocadherin beta 3
362734,0.059634,5.7162,1.6238,0.036724,0.97071,0.99758,Stxbp6,syntaxin binding protein 6
58946,0.028803,14.426,0.78681,0.036607,0.9708,0.99758,Robo1,roundabout guidance receptor 1
308971,0.046792,42.308,1.2788,0.036591,0.97081,0.99758,Tnrc6a,trinucleotide repeat containing adaptor 6A
290775,0.025344,17.514,0.69507,0.036463,0.97091,0.99758,Vps37a,VPS37A subunit of ESCRT-I
361709,0.0083052,38.557,0.22828,0.036382,0.97098,0.99758,Ap5b1,adaptor related protein complex 5 subunit beta 1
24689,0.018266,92.518,0.50444,0.036211,0.97111,0.99758,Prps2,phosphoribosyl pyrophosphate synthetase 2
100360427,0.0096496,85.116,0.26688,0.036157,0.97116,0.99758,E2f4,E2F transcription factor 4
307926,0.035707,3.0453,0.98819,0.036133,0.97118,0.99758,Ccsap,"""centriole, cilia and spindle-associated protein"""
687861,-0.087365,6.681,2.4202,-0.036099,0.9712,0.99758,Mmab,metabolism of cobalamin associated B
365396,0.015697,82.744,0.43639,0.03597,0.97131,0.99758,Ssh3,slingshot protein phosphatase 3
100360218,-0.037698,45.915,1.0485,-0.035954,0.97132,0.99758,LOC100360218,"""interleukin 13 receptor, alpha 1-like"""
290843,0.04894,52.03,1.3653,0.035845,0.97141,0.99758,Gpat4,glycerol-3-phosphate acyltransferase 4
54252,-0.05513,2.7286,1.5384,-0.035835,0.97141,0.99758,Mid1,midline 1
288615,-0.012494,157.93,0.34952,-0.035747,0.97148,0.99758,Sbds,"""SBDS, ribosome maturation factor"""
140922,-0.095141,31.205,2.6766,-0.035545,0.97165,0.99758,Txnl1,thioredoxin-like 1
94342,-0.012936,339.17,0.36545,-0.035399,0.97176,0.99758,Bag6,BAG cochaperone 6
360645,-0.023049,15.606,0.65187,-0.035358,0.97179,0.99758,Taco1,translational activator of cytochrome c oxidase I
364535,-0.026648,49.239,0.75549,-0.035273,0.97186,0.99758,Tmem161a,transmembrane protein 161A
298487,-0.064807,1.6976,1.843,-0.035163,0.97195,0.99758,Cldn19,claudin 19
364678,-0.014539,27.082,0.41417,-0.035105,0.972,0.99758,Sfxn1,sideroflexin 1
293180,0.081659,1.5284,2.3366,0.034948,0.97212,0.99758,Micalcl,MICAL C-terminal like
678741,0.032593,59.157,0.93491,0.034862,0.97219,0.99758,Zc3h4,zinc finger CCCH-type containing 4
295293,0.010769,262.14,0.31015,0.034721,0.9723,0.99758,Pear1,platelet endothelial aggregation receptor 1
499882,0.010803,504.1,0.31191,0.034634,0.97237,0.99758,Eid1,EP300 interacting inhibitor of differentiation 1
171577,0.058102,1.8205,1.6814,0.034555,0.97243,0.99758,Epcam,epithelial cell adhesion molecule
299809,-0.033749,160.18,0.97737,-0.034531,0.97245,0.99758,Cct2,chaperonin containing TCP1 subunit 2
296849,0.018434,20.861,0.53626,0.034374,0.97258,0.99758,Pdk3,pyruvate dehydrogenase kinase 3
140668,0.10189,27.708,2.9694,0.034315,0.97263,0.99758,Abcc3,ATP binding cassette subfamily C member 3
81682,0.024805,565.48,0.72448,0.034238,0.97269,0.99758,Lum,lumican
300516,-0.014271,31.333,0.41718,-0.034208,0.97271,0.99758,Tmem218,transmembrane protein 218
361390,0.0075999,185.11,0.22229,0.034189,0.97273,0.99758,Abce1,ATP binding cassette subfamily E member 1
78963,-0.096986,11.444,2.847,-0.034066,0.97282,0.99758,Apaf1,apoptotic peptidase activating factor 1
83841,-0.020177,845.58,0.59389,-0.033974,0.9729,0.99758,Sdcbp,syndecan binding protein
300089,-0.015299,72.394,0.45111,-0.033915,0.97294,0.99758,Pmm1,phosphomannomutase 1
362957,-0.018008,16.397,0.53139,-0.033888,0.97297,0.99758,Ankrd54,ankyrin repeat domain 54
309208,-0.054326,0.97698,1.6103,-0.033737,0.97309,0.99758,Lrrc10b,leucine rich repeat containing 10B
84485,-0.0066353,121.37,0.19709,-0.033667,0.97314,0.99758,Ccs,copper chaperone for superoxide dismutase
303745,-0.024089,49.835,0.71696,-0.033599,0.9732,0.99758,Sirt7,sirtuin 7
499017,0.033379,3.7398,0.99372,0.03359,0.9732,0.99758,Sytl3,synaptotagmin-like 3
291355,0.10615,4.0558,3.1832,0.033348,0.9734,0.99758,Prtfdc1,phosphoribosyl transferase domain containing 1
363760,-0.07807,3.886,2.3454,-0.033286,0.97345,0.99758,Arl6,ADP-ribosylation factor like GTPase 6
308508,0.030243,43.376,0.90919,0.033264,0.97346,0.99758,Uba2,ubiquitin-like modifier activating enzyme 2
303353,-0.014876,35.272,0.44728,-0.033258,0.97347,0.99758,Psmd11,"""proteasome 26S subunit, non-ATPase 11"""
303000,0.026058,30.546,0.78548,0.033174,0.97354,0.99758,Capn15,calpain 15
25359,-0.030649,127.18,0.93892,-0.032643,0.97396,0.9977,Tmpo,thymopoietin
361384,0.0099527,123.96,0.30573,0.032554,0.97403,0.9977,Dnajb1,DnaJ heat shock protein family (Hsp40) member B1
102548693,0.069555,7.2868,2.1376,0.03254,0.97404,0.9977,Zfp28,zinc finger protein 28
313365,0.014167,24.091,0.43643,0.032461,0.9741,0.9977,Ift74,intraflagellar transport 74
368190,0.0096749,60.59,0.29864,0.032396,0.97416,0.9977,Dnajc30,DnaJ heat shock protein family (Hsp40) member C30
293725,0.0069112,2041.6,0.21376,0.032332,0.97421,0.9977,Eef1g,eukaryotic translation elongation factor 1 gamma
